unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
158,3,None,園田海未,769,769,298,298,3,3,3850,4050,4330,クールPが3%UPする,9,体力回復,10秒ごとに50%の確率で体力が3回復する,10秒ごとに50%の確率で体力が3回復する
159,3,None,高坂穂乃果,773,773,299,299,4,1,4850,3900,4140,スマイルPが3%UPする,11,SCOREアップ,10秒ごとに50%の確率でスコアが400増える,10秒ごとに50%の確率でスコアが430増える
160,1,None,高天原睦月,691,692,265,266,1,2,870,2040,490,,,,,
161,1,おつかれさま！,絢瀬絵里,777,778,300,301,3,1,4740,3650,3840,スマイルPが6%UPする,5,判定強化・大,リズムアイコン28個ごとに53%の確率で判定が8秒間強化される,リズムアイコン28個ごとに53%の確率で判定が13.2秒間強化される
162,1,敏腕マネージャー,園田海未,782,783,302,303,3,2,3650,4760,3820,ピュアPが6%UPする,11,SCOREアップ,スコア13500達成ごとに20%の確率でスコアが1605増える,スコア13500達成ごとに20%の確率でスコアが2085増える
163,1,必勝のおまじない,東條希,792,793,306,307,3,1,4770,3840,3620,スマイルPが6%UPする,11,SCOREアップ,PERFECTを16回達成するごとに50%の確率でスコアが575増える,PERFECTを16回達成するごとに50%の確率でスコアが980増える
164,1,精一杯の応援,小泉花陽,787,788,304,305,3,3,3610,3870,4750,クールPが6%UPする,11,SCOREアップ,リズムアイコン27個ごとに50%の確率でスコアが775増える,リズムアイコン27個ごとに50%の確率でスコアが1360増える
165,1,あなたへのエール,高坂穂乃果,797,798,308,309,4,2,4400,5210,4180,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが3%UPする,9,体力回復,14秒ごとに76%の確率で体力が8回復する,14秒ごとに76%の確率で体力が18回復する
166,1,None,ジェニファー,802,803,310,311,1,1,2320,760,920,,,,,
167,1,ご奉仕してあげる♪,西木野真姫,807,808,312,313,3,1,4590,3920,3780,スマイルPが6%UPする,11,SCOREアップ,コンボ32を達成するごとに50%の確率でスコアが1175増える,コンボ32を達成するごとに50%の確率でスコアが1725増える
168,1,None,マリア,812,813,314,315,1,3,500,810,2190,,,,,
169,1,エンジェルホイッスル,南ことり,817,818,316,317,3,1,4760,3890,3580,スマイルPが6%UPする,9,体力回復,リズムアイコン21個ごとに55%の確率で体力が4回復する,リズムアイコン21個ごとに55%の確率で体力が7回復する
170,1,一等賞の笑顔,西木野真姫,822,823,318,319,3,2,3580,4780,3870,ピュアPが6%UPする,5,判定強化・大,リズムアイコン23個ごとに59%の確率で判定が6.5秒間強化される,リズムアイコン23個ごとに59%の確率で判定が9.6秒間強化される
171,1,にこにこサポート,矢澤にこ,827,828,320,321,3,3,3850,3590,4790,クールPが6%UPする,9,体力回復,8秒ごとに33%の確率で体力が5回復する,8秒ごとに33%の確率で体力が7回復する
172,1,いっしょにゴール,星空凛,832,833,322,323,4,3,4300,4230,5260,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,11,SCOREアップ,リズムアイコン30個ごとに64%の確率でスコアが4385増える,リズムアイコン30個ごとに64%の確率でスコアが14330増える
173,1,None,レオ,837,838,324,325,1,1,2300,800,950,,,,,
174,1,読書の秋,絢瀬絵里,842,843,326,327,3,1,4610,3820,3700,スマイルPが6%UPする,5,判定強化・大,14秒ごとに63%の確率で判定が7.5秒間強化される,14秒ごとに63%の確率で判定が10.5秒間強化される
175,1,None,早乙女紫,847,848,328,329,1,2,840,2240,570,,,,,
176,1,至福のつまみ食い,高坂穂乃果,852,853,330,331,3,3,3840,3640,4750,クールPが6%UPする,5,判定強化・大,18秒ごとに54%の確率で判定が11.5秒間強化される,18秒ごとに54%の確率で判定が16秒間強化される
177,1,特製ボルシチ,絢瀬絵里,857,858,332,333,3,2,3580,4770,3880,ピュアPが6%UPする,9,体力回復,16秒ごとに48%の確率で体力が7回復する,16秒ごとに48%の確率で体力が10回復する
178,1,はい、あーん♪,南ことり,862,863,334,335,3,1,4740,3820,3670,スマイルPが6%UPする,11,SCOREアップ,8秒ごとに42%の確率でスコアが1075増える,8秒ごとに42%の確率でスコアが1450増える
179,1,家庭的アイドル,矢澤にこ,867,868,336,337,3,2,3970,4710,3550,ピュアPが6%UPする,11,SCOREアップ,PERFECTを22回達成するごとに50%の確率でスコアが825増える,PERFECTを22回達成するごとに50%の確率でスコアが1340増える
180,1,癒やしのメニュー,小泉花陽,872,873,338,339,4,3,3990,4580,5220,クールPが9%UPする＋μ'sのメンバーはさらにクールPが3%UPする,11,SCOREアップ,コンボ23を達成するごとに57%の確率でスコアが3905増える,コンボ23を達成するごとに57%の確率でスコアが12430増える
181,1,None,近江彼方,881,882,341,342,1,2,620,2140,720,,,,,
182,1,保健室の天使,南ことり,886,887,343,344,3,3,3800,3690,4640,クールPが6%UPする,11,SCOREアップ,スコア18000達成ごとに21%の確率でスコアが2190増える,スコア18000達成ごとに21%の確率でスコアが2845増える
183,1,None,永山みなみ,891,892,345,346,1,3,690,560,1620,,,,,
184,1,食物への感謝,園田海未,896,897,347,348,3,1,4760,3600,3870,スマイルPが6%UPする,5,判定強化・大,リズムアイコン31個ごとに63%の確率で判定が8秒間強化される,リズムアイコン31個ごとに63%の確率で判定が12.2秒間強化される
185,1,お手製ラーメン,星空凛,901,902,349,350,3,2,3890,4730,3610,ピュアPが6%UPする,11,SCOREアップ,リズムアイコン35個ごとに50%の確率でスコアが990増える,リズムアイコン35個ごとに50%の確率でスコアが1765増える
186,1,開運フルコース,東條希,906,907,351,352,3,3,3650,3790,4790,クールPが6%UPする,9,体力回復,リズムアイコン24個ごとに46%の確率で体力が5回復する,リズムアイコン24個ごとに46%の確率で体力が9回復する
187,1,秘密の手料理,西木野真姫,911,912,353,354,4,1,5210,4160,4420,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが3%UPする,11,SCOREアップ,PERFECTを28回達成するごとに62%の確率でスコアが4475増える,PERFECTを28回達成するごとに62%の確率でスコアが14270増える
188,1,None,桜坂しずく,916,917,355,356,1,3,710,490,1470,,,,,
189,1,穂むらの看板娘,高坂穂乃果,921,922,357,358,3,2,3630,4620,3880,ピュアPが6%UPする,5,判定強化・大,リズムアイコン30個ごとに71%の確率で判定が7秒間強化される,リズムアイコン30個ごとに71%の確率で判定が10秒間強化される
190,3,None,南ことり,877,877,340,340,3,2,4000,4420,3810,ピュアPが3%UPする,9,体力回復,10秒ごとに50%の確率で体力が3回復する,10秒ごとに50%の確率で体力が3回復する
191,1,None,支倉かさね,926,927,359,360,1,2,1110,2630,630,,,,,
192,1,きよしこの夜,園田海未,931,932,361,362,3,1,4830,3500,3900,スマイルPが6%UPする,11,SCOREアップ,コンボ22を達成するごとに47%の確率でスコアが845増える,コンボ22を達成するごとに47%の確率でスコアが1360増える
193,1,クリスマス・ベル,星空凛,936,937,363,364,3,3,3860,3520,4850,クールPが6%UPする,11,SCOREアップ,12秒ごとに49%の確率でスコアが1375増える,12秒ごとに49%の確率でスコアが1865増える
194,1,クリスマスキャロル,西木野真姫,941,942,365,366,3,1,4870,3440,3920,スマイルPが6%UPする,9,体力回復,17秒ごとに66%の確率で体力が5回復する,17秒ごとに66%の確率で体力が8回復する
195,1,良い子のクリスマス,矢澤にこ,946,947,367,368,3,2,3910,4860,3460,ピュアPが6%UPする,9,体力回復,リズムアイコン25個ごとに40%の確率で体力が6回復する,リズムアイコン25個ごとに40%の確率で体力が11回復する
196,1,あなたへのプレゼント,絢瀬絵里,951,952,369,370,4,2,4160,5240,4390,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが3%UPする,5,判定強化・大,リズムアイコン27個ごとに74%の確率で判定が8秒間強化される,リズムアイコン27個ごとに74%の確率で判定が20.7秒間強化される
197,1,None,篠宮あきる,956,957,371,372,1,1,2720,660,1070,,,,,
198,1,リンクの妖精,小泉花陽,961,962,373,374,3,3,3910,3610,4610,クールPが6%UPする,11,SCOREアップ,PERFECTを27回達成するごとに63%の確率でスコアが820増える,PERFECTを27回達成するごとに63%の確率でスコアが1155増える
199,1,None,坂巻千鶴子,966,967,375,376,1,1,2120,870,450,,,,,
200,1,キャンドルナイト,高坂穂乃果,971,972,377,378,3,2,3950,4840,3440,ピュアPが6%UPする,11,SCOREアップ,PERFECTを25回達成するごとに50%の確率でスコアが905増える,PERFECTを25回達成するごとに50%の確率でスコアが1530増える
201,1,ホワイトクリスマス,南ことり,976,977,379,380,3,3,3480,3870,4880,クールPが6%UPする,5,判定強化・大,リズムアイコン30個ごとに69%の確率で判定が7秒間強化される,リズムアイコン30個ごとに69%の確率で判定が10.8秒間強化される
202,1,クリスマスのごちそう,小泉花陽,981,982,381,382,3,1,4860,3860,3510,スマイルPが6%UPする,5,判定強化・大,11秒ごとに61%の確率で判定が6秒間強化される,11秒ごとに61%の確率で判定が8.7秒間強化される
203,1,あなたのサンタさん,東條希,986,987,383,384,4,3,3790,4800,5200,ピュアPの12%分クールPがUPする＋3年生のメンバーはさらにクールPが6%UPする,9,体力回復,13秒ごとに76%の確率で体力が7回復する,13秒ごとに76%の確率で体力が17回復する
204,3,ことり式雪だるま,南ことり,991,991,385,385,4,2,4140,4830,3920,ピュアPが3%UPする,11,SCOREアップ,10秒ごとに50%の確率でスコアが400増える,10秒ごとに50%の確率でスコアが430増える
205,1,None,蘭花,995,996,386,387,1,3,430,940,1900,,,,,
206,1,雪の降る夜に,園田海未,1000,1001,388,389,3,2,3840,4650,3640,ピュアPが6%UPする,11,SCOREアップ,スターアイコンPERFECT1回ごとに40%の確率でスコアが365増える,スターアイコンPERFECT1回ごとに40%の確率でスコアが475増える
207,2,プレゼントはわたし？,矢澤にこ,1005,1005,390,390,3,1,4320,3760,4060,スマイルPが3%UPする,11,SCOREアップ,PERFECTを15回達成するごとに50%の確率でスコアが400増える,PERFECTを15回達成するごとに50%の確率でスコアが440増える
208,3,None,園田海未,1053,1053,408,408,4,3,4180,3910,4850,クールPが3%UPする,9,体力回復,コンボ17を達成するごとに50%の確率で体力が3回復する,コンボ17を達成するごとに50%の確率で体力が3回復する
209,1,None,杉崎亜矢,1009,1010,391,392,1,1,1870,730,530,,,,,
210,1,素敵な初夢,南ことり,1014,1015,393,394,3,2,3540,4900,3790,ピュアPが6%UPする,9,体力回復,リズムアイコン24個ごとに60%の確率で体力が4回復する,リズムアイコン24個ごとに60%の確率で体力が7回復する
211,1,今年は大吉！,星空凛,1019,1020,395,396,3,1,4870,3770,3590,スマイルPが6%UPする,11,SCOREアップ,リズムアイコン17個ごとに50%の確率でスコアが435増える,リズムアイコン17個ごとに50%の確率でスコアが865増える
212,1,新年のおまじない,東條希,1024,1025,397,398,3,1,4860,3820,3550,スマイルPが6%UPする,5,判定強化・大,リズムアイコン27個ごとに58%の確率で判定が7秒間強化される,リズムアイコン27個ごとに58%の確率で判定が11.7秒間強化される
213,1,福娘ここにあり,矢澤にこ,1029,1030,399,400,3,3,3810,3570,4850,クールPが6%UPする,5,判定強化・大,リズムアイコン22個ごとに57%の確率で判定が6秒間強化される,リズムアイコン22個ごとに57%の確率で判定が9.6秒間強化される
214,1,謹賀新年,園田海未,1034,1035,401,402,4,2,3840,5220,4730,クールPの12%分ピュアPがUPする＋2年生のメンバーはさらにピュアPが6%UPする,11,SCOREアップ,コンボ25を達成するごとに62%の確率でスコアが3795増える,コンボ25を達成するごとに62%の確率でスコアが12530増える
215,1,None,黒崎隼,1039,1040,403,404,1,2,850,2240,600,,,,,
216,2,氷上の舞姫,西木野真姫,1049,1049,407,407,3,3,3740,3980,4480,クールPが3%UPする,9,体力回復,PERFECTを15回達成するごとに50%の確率で体力が3回復する,PERFECTを15回達成するごとに50%の確率で体力が3回復する
217,1,手作りおせち,矢澤にこ,1044,1045,405,406,3,1,4690,3880,3720,スマイルPが6%UPする,11,SCOREアップ,6秒ごとに40%の確率でスコアが1045増える,6秒ごとに40%の確率でスコアが1085増える
218,1,None,綾小路姫乃,1057,1058,409,410,1,3,1010,550,2130,,,,,
219,1,内緒のお年玉,絢瀬絵里,1062,1063,411,412,3,3,3800,3560,4870,クールPが6%UPする,9,体力回復,リズムアイコン15個ごとに36%の確率で体力が4回復する,リズムアイコン15個ごとに36%の確率で体力が7回復する
220,1,年に一度の晴れ姿,西木野真姫,1067,1068,413,414,3,2,3490,4850,3890,ピュアPが6%UPする,5,判定強化・大,8秒ごとに35%の確率で判定が7.5秒間強化される,8秒ごとに35%の確率で判定が11.1秒間強化される
221,1,お餅もお米,小泉花陽,1072,1073,415,416,3,1,4890,3750,3590,スマイルPが6%UPする,9,体力回復,リズムアイコン29個ごとに53%の確率で体力が5回復する,リズムアイコン29個ごとに53%の確率で体力が9回復する
222,1,ハッピーニューイヤー,高坂穂乃果,1077,1078,417,418,4,3,4830,3780,5180,スマイルPの12%分クールPがUPする＋2年生のメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン24個ごとに78%の確率でスコアが2900増える,リズムアイコン24個ごとに78%の確率でスコアが9385増える
223,1,None,門田剣,1082,1083,419,420,1,1,2100,650,940,,,,,
224,1,願いを込めて,東條希,1087,1088,421,422,3,3,3920,3780,4590,クールPが6%UPする,11,SCOREアップ,リズムアイコン33個ごとに54%の確率でスコアが885増える,リズムアイコン33個ごとに54%の確率でスコアが1390増える
